Date,Country,Cumulative Deaths,New Deaths
15/10/2020,India,112161,895
16/10/2020,India,112998,837
17/10/2020,India,114031,1033
18/10/2020,India,114610,579
19/10/2020,India,115197,587
20/10/2020,India,115914,717
21/10/2020,India,116616,702
22/10/2020,India,117306,690
23/10/2020,India,117956,650
24/10/2020,India,118534,578
25/10/2020,India,119014,480
26/10/2020,India,119502,488
27/10/2020,India,120010,508
28/10/2020,India,120527,517
29/10/2020,India,121090,563
30/10/2020,India,121641,551
31/10/2020,India,122111,470
1/11/2020,India,122607,496
2/11/2020,India,123097,490
3/11/2020,India,123611,514
4/11/2020,India,124315,704
5/11/2020,India,124985,670
6/11/2020,India,125562,577
7/11/2020,India,126121,559
8/11/2020,India,126611,490
9/11/2020,India,127059,448
10/11/2020,India,127571,512
11/11/2020,India,128121,550
12/11/2020,India,128668,547
13/11/2020,India,129188,520
14/11/2020,India,129635,447
15/11/2020,India,130070,435
16/11/2020,India,130519,449
17/11/2020,India,130993,474
18/11/2020,India,131578,585
19/11/2020,India,132162,584
20/11/2020,India,132726,564
21/11/2020,India,133227,501
22/11/2020,India,133738,511
23/11/2020,India,134218,480
24/11/2020,India,134699,481
25/11/2020,India,135223,524
26/11/2020,India,135715,492
27/11/2020,India,136200,485
28/11/2020,India,136696,496
29/11/2020,India,137139,443
30/11/2020,India,137621,482
1/12/2020,India,138122,501
2/12/2020,India,138648,526
3/12/2020,India,139188,540
4/12/2020,India,139700,512
5/12/2020,India,140182,482
6/12/2020,India,140573,391
7/12/2020,India,140958,385
8/12/2020,India,141360,402
9/12/2020,India,141772,412
10/12/2020,India,142185,413
11/12/2020,India,142628,443
12/12/2020,India,143019,391
13/12/2020,India,143355,336
14/12/2020,India,143709,354
15/12/2020,India,144096,387
16/12/2020,India,144451,355
17/12/2020,India,144789,338
18/12/2020,India,145136,347
19/12/2020,India,145477,341
20/12/2020,India,145810,333
21/12/2020,India,146111,301
22/12/2020,India,146444,333
23/12/2020,India,146756,312
24/12/2020,India,147092,336
25/12/2020,India,147343,251
26/12/2020,India,147622,279
27/12/2020,India,147901,279
28/12/2020,India,148153,252
29/12/2020,India,148439,286
30/12/2020,India,148738,299
31/12/2020,India,148994,256
1/1/2021,India,149474,480
2/1/2021,India,149435,0
3/1/2021,India,149649,214
4/1/2021,India,149850,201
5/1/2021,India,150114,264
6/1/2021,India,150336,222
7/1/2021,India,150570,234
8/1/2021,India,150570,0
9/1/2021,India,150999,429
10/1/2021,India,151160,161
11/1/2021,India,151327,167
12/1/2021,India,151529,202
13/1/2021,India,151727,198
14/1/2021,India,151918,191
15/1/2021,India,152093,175
16/1/2021,India,152274,181
17/1/2021,India,152419,145
18/1/2021,India,152556,137
19/1/2021,India,152718,162
20/1/2021,India,152869,151
21/1/2021,India,153032,163
22/1/2021,India,153184,152
23/1/2021,India,153339,155
24/1/2021,India,153470,131
25/1/2021,India,153587,117
26/1/2021,India,153724,137
27/1/2021,India,153847,123
28/1/2021,India,154010,163
29/1/2021,India,154147,137
30/1/2021,India,154274,127
31/1/2021,India,154392,118
1/2/2021,India,154486,94
2/2/2021,India,154596,110
3/2/2021,India,154703,107
4/2/2021,India,154823,120
5/2/2021,India,154918,95
6/2/2021,India,154996,78
7/2/2021,India,155080,84
8/2/2021,India,155158,78
9/2/2021,India,155252,94
10/2/2021,India,155360,108
11/2/2021,India,155447,87
12/2/2021,India,155550,103
13/2/2021,India,155642,92
14/2/2021,India,155732,90
15/2/2021,India,155813,81
16/2/2021,India,155913,100
17/2/2021,India,156014,101
18/2/2021,India,156111,97
19/2/2021,India,156212,101
20/2/2021,India,156302,90
21/2/2021,India,156385,83
22/2/2021,India,156463,78
23/2/2021,India,156567,104
24/2/2021,India,156705,138
25/2/2021,India,156825,120
26/2/2021,India,156938,113
27/2/2021,India,157051,113
28/2/2021,India,157157,106
1/3/2021,India,157248,91
2/3/2021,India,157346,98
3/3/2021,India,157435,89
4/3/2021,India,157548,113
5/3/2021,India,157656,108
6/3/2021,India,157756,100
7/3/2021,India,157853,97
8/3/2021,India,157930,77
9/3/2021,India,158063,133
10/3/2021,India,158189,126
11/3/2021,India,158306,117
12/3/2021,India,158446,140
13/3/2021,India,158607,161
14/3/2021,India,158725,118
15/3/2021,India,158856,131
16/3/2021,India,159044,188
17/3/2021,India,159216,172
18/3/2021,India,159370,154
19/3/2021,India,159558,188
20/3/2021,India,159755,197
21/3/2021,India,159967,212
22/3/2021,India,160166,199
23/3/2021,India,160441,275
24/3/2021,India,160692,251
25/3/2021,India,160949,257
26/3/2021,India,161240,291
27/3/2021,India,161552,312
28/3/2021,India,161843,291
29/3/2021,India,162114,271
30/3/2021,India,162468,354
31/3/2021,India,162927,459
1/4/2021,India,163396,469
2/4/2021,India,164110,714
3/4/2021,India,164623,513
4/4/2021,India,165101,478
5/4/2021,India,165547,446
6/4/2021,India,166177,630
7/4/2021,India,166862,685
8/4/2021,India,167642,780
9/4/2021,India,168436,794
10/4/2021,India,169275,839
11/4/2021,India,170179,904
12/4/2021,India,171058,879
13/4/2021,India,172085,1027
14/4/2021,India,173123,1038
15/4/2021,India,174308,1185
16/4/2021,India,175649,1341
17/4/2021,India,177150,1501
18/4/2021,India,178769,1619
19/4/2021,India,180530,1761
20/4/2021,India,182553,2023
21/4/2021,India,184657,2104
22/4/2021,India,186920,2263
23/4/2021,India,189544,2624
24/4/2021,India,192311,2767
25/4/2021,India,195123,2812
26/4/2021,India,197894,2771
27/4/2021,India,201187,3293
28/4/2021,India,204832,3645
29/4/2021,India,208330,3498
30/4/2021,India,211853,3523
1/5/2021,India,215542,3689
2/5/2021,India,218959,3417
3/5/2021,India,222408,3449
4/5/2021,India,226188,3780
5/5/2021,India,230168,3980
6/5/2021,India,234083,3915
7/5/2021,India,238270,4187
8/5/2021,India,242347,4077
9/5/2021,India,246116,3769
10/5/2021,India,249992,3876
11/5/2021,India,254197,4205
12/5/2021,India,258317,4120
13/5/2021,India,262317,4000
14/5/2021,India,266207,3890
15/5/2021,India,270284,4077
16/5/2021,India,274390,4106
17/5/2021,India,278719,4329
18/5/2021,India,283248,4529
19/5/2021,India,287122,3874
20/5/2021,India,291331,4209
21/5/2021,India,295525,4194
22/5/2021,India,299266,3741
23/5/2021,India,303720,4454
24/5/2021,India,307231,3511
25/5/2021,India,311388,4157
26/5/2021,India,315235,3847
27/5/2021,India,318895,3660
28/5/2021,India,322512,3617
29/5/2021,India,325972,3460
30/5/2021,India,329100,3128
31/5/2021,India,331895,2795
1/6/2021,India,335102,3207
2/6/2021,India,337989,2887
3/6/2021,India,340702,2713
4/6/2021,India,344082,3380
5/6/2021,India,346759,2677
6/6/2021,India,349186,2427
7/6/2021,India,351309,2123
8/6/2021,India,353528,2219
9/6/2021,India,355705,2177
10/6/2021,India,363079,7374
11/6/2021,India,367081,4002
12/6/2021,India,370384,3303
13/6/2021,India,374305,3921
14/6/2021,India,377031,2726
15/6/2021,India,379573,2542
16/6/2021,India,381903,2330
17/6/2021,India,383490,1587
18/6/2021,India,385137,1647
19/6/2021,India,386708,1571
20/6/2021,India,388135,1427
21/6/2021,India,389302,1167
22/6/2021,India,390660,1358
23/6/2021,India,391981,1321
24/6/2021,India,393310,1329
25/6/2021,India,394493,1183
26/6/2021,India,395751,1258
27/6/2021,India,396730,979
28/6/2021,India,397637,907
29/6/2021,India,398454,817
30/6/2021,India,399459,1005
1/7/2021,India,400312,853
2/7/2021,India,401050,738
3/7/2021,India,402005,955
4/7/2021,India,402728,723
5/7/2021,India,403281,553
6/7/2021,India,404211,930
7/7/2021,India,405028,817
8/7/2021,India,405939,911
9/7/2021,India,407145,1206
10/7/2021,India,408040,895
11/7/2021,India,408764,724
12/7/2021,India,410784,2020
13/7/2021,India,411406,622
14/7/2021,India,411989,583
15/7/2021,India,412531,542
16/7/2021,India,413091,560
17/7/2021,India,413609,518
18/7/2021,India,414108,499
19/7/2021,India,414482,374
20/7/2021,India,418480,3998
21/7/2021,India,418987,507
22/7/2021,India,419470,483
23/7/2021,India,419470,0
24/7/2021,India,420551,1081
25/7/2021,India,420967,416
26/7/2021,India,421382,415
27/7/2021,India,422022,640
28/7/2021,India,422662,640
29/7/2021,India,423217,555
30/7/2021,India,423810,593
31/7/2021,India,424351,541
1/8/2021,India,424773,422
2/8/2021,India,425195,422
3/8/2021,India,425757,562
4/8/2021,India,426290,533
5/8/2021,India,426754,464
6/8/2021,India,427371,617
7/8/2021,India,427862,491
8/8/2021,India,428309,447
9/8/2021,India,428682,373
10/8/2021,India,429179,497
11/8/2021,India,429669,490
12/8/2021,India,430254,585
13/8/2021,India,430732,478
14/8/2021,India,431225,493
15/8/2021,India,431642,417
16/8/2021,India,432079,437
17/8/2021,India,432519,440
18/8/2021,India,433049,530
19/8/2021,India,433589,540
20/8/2021,India,433964,375
21/8/2021,India,434367,403
22/8/2021,India,434756,389
23/8/2021,India,435110,354
24/8/2021,India,435758,648
25/8/2021,India,436365,607
26/8/2021,India,436861,496
27/8/2021,India,437370,509
28/8/2021,India,437830,460
29/8/2021,India,438210,380
30/8/2021,India,438560,350
31/8/2021,India,439020,460
1/9/2021,India,439529,509
2/9/2021,India,439895,366
3/9/2021,India,440225,330
4/9/2021,India,440533,308
5/9/2021,India,440752,219
6/9/2021,India,441042,290
7/9/2021,India,441411,369
8/9/2021,India,441749,338
9/9/2021,India,442009,260
10/9/2021,India,442317,308
11/9/2021,India,442655,338
12/9/2021,India,442874,219
22/1/2020,US,0,0
23/1/2020,US,0,0
24/1/2020,US,0,0
25/1/2020,US,0,0
26/1/2020,US,0,0
27/1/2020,US,0,0
28/1/2020,US,0,0
29/1/2020,US,0,0
30/1/2020,US,0,0
31/1/2020,US,0,0
1/2/2020,US,0,0
2/2/2020,US,0,0
3/2/2020,US,0,0
4/2/2020,US,0,0
5/2/2020,US,0,0
6/2/2020,US,0,0
7/2/2020,US,0,0
8/2/2020,US,0,0
9/2/2020,US,0,0
10/2/2020,US,0,0
11/2/2020,US,0,0
12/2/2020,US,0,0
13/2/2020,US,0,0
14/2/2020,US,0,0
15/2/2020,US,0,0
16/2/2020,US,0,0
17/2/2020,US,0,0
18/2/2020,US,0,0
19/2/2020,US,0,0
20/2/2020,US,0,0
21/2/2020,US,0,0
22/2/2020,US,0,0
23/2/2020,US,0,0
24/2/2020,US,0,0
25/2/2020,US,0,0
26/2/2020,US,0,0
27/2/2020,US,0,0
28/2/2020,US,0,0
29/2/2020,US,1,1
1/3/2020,US,1,0
2/3/2020,US,6,5
3/3/2020,US,7,1
4/3/2020,US,11,4
5/3/2020,US,12,1
6/3/2020,US,14,2
7/3/2020,US,17,3
8/3/2020,US,21,4
9/3/2020,US,22,1
10/3/2020,US,28,6
11/3/2020,US,33,5
12/3/2020,US,43,10
13/3/2020,US,51,8
14/3/2020,US,58,7
15/3/2020,US,70,12
16/3/2020,US,97,27
17/3/2020,US,134,37
18/3/2020,US,194,60
19/3/2020,US,266,72
20/3/2020,US,372,106
21/3/2020,US,475,103
22/3/2020,US,603,128
23/3/2020,US,792,189
24/3/2020,US,1033,241
25/3/2020,US,1369,336
26/3/2020,US,1785,416
27/3/2020,US,2304,519
28/3/2020,US,2977,673
29/3/2020,US,3569,592
30/3/2020,US,4280,711
31/3/2020,US,5362,1082
1/4/2020,US,6636,1274
2/4/2020,US,8151,1515
3/4/2020,US,9558,1407
4/4/2020,US,11167,1609
5/4/2020,US,12799,1632
6/4/2020,US,14536,1737
7/4/2020,US,17106,2570
8/4/2020,US,19260,2154
9/4/2020,US,21475,2215
10/4/2020,US,23663,2188
11/4/2020,US,25801,2138
12/4/2020,US,27693,1892
13/4/2020,US,29675,1982
14/4/2020,US,32128,2453
15/4/2020,US,34719,2591
16/4/2020,US,36917,2198
17/4/2020,US,39030,2113
18/4/2020,US,40970,1940
19/4/2020,US,42959,1989
20/4/2020,US,45203,2244
21/4/2020,US,47662,2459
22/4/2020,US,50135,2473
23/4/2020,US,52570,2435
24/4/2020,US,54748,2178
25/4/2020,US,56472,1724
26/4/2020,US,57885,1413
27/4/2020,US,59380,1495
28/4/2020,US,61608,2228
29/4/2020,US,64006,2398
30/4/2020,US,66187,2181
1/5/2020,US,68098,1911
2/5/2020,US,69833,1735
3/5/2020,US,71032,1199
4/5/2020,US,72409,1377
5/5/2020,US,74616,2207
6/5/2020,US,76937,2321
7/5/2020,US,78856,1919
8/5/2020,US,80615,1759
9/5/2020,US,82084,1469
10/5/2020,US,83075,991
11/5/2020,US,84112,1037
12/5/2020,US,85709,1597
13/5/2020,US,87432,1723
14/5/2020,US,89207,1775
15/5/2020,US,90872,1665
16/5/2020,US,92073,1201
17/5/2020,US,92902,829
18/5/2020,US,94130,1228
19/5/2020,US,95582,1452
20/5/2020,US,97081,1499
21/5/2020,US,98268,1187
22/5/2020,US,99493,1225
23/5/2020,US,100573,1080
24/5/2020,US,101213,640
25/5/2020,US,101811,598
26/5/2020,US,102489,678
27/5/2020,US,103942,1453
28/5/2020,US,105035,1093
29/5/2020,US,106161,1126
30/5/2020,US,107115,954
31/5/2020,US,107733,618
1/6/2020,US,108501,768
2/6/2020,US,109482,981
3/6/2020,US,110489,1007
4/6/2020,US,111487,998
5/6/2020,US,112376,889
6/6/2020,US,113018,642
7/6/2020,US,113478,460
8/6/2020,US,113986,508
9/6/2020,US,114894,908
10/6/2020,US,115771,877
11/6/2020,US,116597,826
12/6/2020,US,117424,827
13/6/2020,US,118163,739
14/6/2020,US,118507,344
15/6/2020,US,118905,398
16/6/2020,US,119715,810
17/6/2020,US,120454,739
18/6/2020,US,121145,691
19/6/2020,US,121774,629
20/6/2020,US,122330,556
21/6/2020,US,122650,320
22/6/2020,US,123056,406
23/6/2020,US,123804,748
24/6/2020,US,124541,737
25/6/2020,US,125079,538
26/6/2020,US,125707,628
27/6/2020,US,126214,507
28/6/2020,US,126530,316
29/6/2020,US,126916,386
30/6/2020,US,127471,555
1/7/2020,US,128171,700
2/7/2020,US,128881,710
3/7/2020,US,129551,670
4/7/2020,US,129866,315
5/7/2020,US,130192,326
6/7/2020,US,130569,377
7/7/2020,US,131728,1159
8/7/2020,US,132550,822
9/7/2020,US,133569,1019
10/7/2020,US,134383,814
11/7/2020,US,135112,729
12/7/2020,US,135584,472
13/7/2020,US,136031,447
14/7/2020,US,136946,915
15/7/2020,US,137927,981
16/7/2020,US,138879,952
17/7/2020,US,139803,924
18/7/2020,US,140660,857
19/7/2020,US,141145,485
20/7/2020,US,141707,562
21/7/2020,US,142792,1085
22/7/2020,US,144015,1223
23/7/2020,US,145083,1068
24/7/2020,US,146187,1104
25/7/2020,US,147119,932
26/7/2020,US,147650,531
27/7/2020,US,148777,1127
28/7/2020,US,150108,1331
29/7/2020,US,151516,1408
30/7/2020,US,152752,1236
31/7/2020,US,153989,1237
1/8/2020,US,155076,1087
2/8/2020,US,155514,438
3/8/2020,US,156097,583
4/8/2020,US,157381,1284
5/8/2020,US,158821,1440
6/8/2020,US,160058,1237
7/8/2020,US,161301,1243
8/8/2020,US,162371,1070
9/8/2020,US,162892,521
10/8/2020,US,163526,634
11/8/2020,US,164550,1024
12/8/2020,US,166054,1504
13/8/2020,US,167118,1064
14/8/2020,US,168455,1337
15/8/2020,US,169455,1000
16/8/2020,US,170070,615
17/8/2020,US,170563,493
18/8/2020,US,171790,1227
19/8/2020,US,173125,1335
20/8/2020,US,174230,1105
21/8/2020,US,175313,1083
22/8/2020,US,176222,909
23/8/2020,US,176768,546
24/8/2020,US,177244,476
25/8/2020,US,178467,1223
26/8/2020,US,179630,1163
27/8/2020,US,180743,1113
28/8/2020,US,181718,975
29/8/2020,US,182634,916
30/8/2020,US,183075,441
31/8/2020,US,183617,542
1/9/2020,US,184644,1027
2/9/2020,US,185717,1073
3/9/2020,US,186747,1030
4/9/2020,US,187704,957
5/9/2020,US,188461,757
6/9/2020,US,188930,469
7/9/2020,US,189244,314
8/9/2020,US,189701,457
9/9/2020,US,190860,1159
10/9/2020,US,191782,922
11/9/2020,US,192936,1154
12/9/2020,US,193646,710
13/9/2020,US,194074,428
14/9/2020,US,194508,434
15/9/2020,US,195707,1199
16/9/2020,US,196664,957
17/9/2020,US,197521,857
18/9/2020,US,198410,889
19/9/2020,US,199140,730
20/9/2020,US,199407,267
21/9/2020,US,199831,424
22/9/2020,US,200859,1028
23/9/2020,US,201921,1062
24/9/2020,US,202819,898
25/9/2020,US,203760,941
26/9/2020,US,204529,769
27/9/2020,US,204844,315
28/9/2020,US,205200,356
29/9/2020,US,206063,863
30/9/2020,US,207017,954
1/10/2020,US,207886,869
2/10/2020,US,208740,854
3/10/2020,US,209423,683
4/10/2020,US,209797,374
5/10/2020,US,210280,483
6/10/2020,US,210965,685
7/10/2020,US,211882,917
8/10/2020,US,212873,991
9/10/2020,US,213842,969
10/10/2020,US,214501,659
11/10/2020,US,214972,471
12/10/2020,US,215371,399
13/10/2020,US,216171,800
14/10/2020,US,217158,987
15/10/2020,US,217995,837
16/10/2020,US,218939,944
17/10/2020,US,219705,766
18/10/2020,US,220196,491
19/10/2020,US,220679,483
20/10/2020,US,221604,925
21/10/2020,US,222727,1123
22/10/2020,US,223618,891
23/10/2020,US,224581,963
24/10/2020,US,225535,954
25/10/2020,US,225996,461
26/10/2020,US,226529,533
27/10/2020,US,227501,972
28/10/2020,US,228534,1033
29/10/2020,US,229538,1004
30/10/2020,US,230595,1057
31/10/2020,US,231520,925
1/11/2020,US,232027,507
2/11/2020,US,232599,572
3/11/2020,US,234177,1578
4/11/2020,US,235284,1107
5/11/2020,US,236449,1165
6/11/2020,US,237674,1225
7/11/2020,US,238764,1090
8/11/2020,US,239338,574
9/11/2020,US,240113,775
10/11/2020,US,241529,1416
11/11/2020,US,242964,1435
12/11/2020,US,244173,1209
13/11/2020,US,245373,1200
14/11/2020,US,246720,1347
15/11/2020,US,247500,780
16/11/2020,US,248335,835
17/11/2020,US,250046,1711
18/11/2020,US,251961,1915
19/11/2020,US,254015,2054
20/11/2020,US,255975,1960
21/11/2020,US,257598,1623
22/11/2020,US,258636,1038
23/11/2020,US,259737,1101
24/11/2020,US,261868,2131
25/11/2020,US,264128,2260
26/11/2020,US,265515,1387
27/11/2020,US,267069,1554
28/11/2020,US,268435,1366
29/11/2020,US,269477,1042
30/11/2020,US,270821,1344
1/12/2020,US,273366,2545
2/12/2020,US,276184,2818
3/12/2020,US,279121,2937
4/12/2020,US,281818,2697
5/12/2020,US,284182,2364
6/12/2020,US,285545,1363
7/12/2020,US,287145,1600
8/12/2020,US,289766,2621
9/12/2020,US,292947,3181
10/12/2020,US,295941,2994
11/12/2020,US,299348,3407
12/12/2020,US,301826,2478
13/12/2020,US,303463,1637
14/12/2020,US,305113,1650
15/12/2020,US,308199,3086
16/12/2020,US,311877,3678
17/12/2020,US,315379,3502
18/12/2020,US,318345,2966
19/12/2020,US,321024,2679
20/12/2020,US,322756,1732
21/12/2020,US,324656,1900
22/12/2020,US,328055,3399
23/12/2020,US,331478,3423
24/12/2020,US,334374,2896
25/12/2020,US,335832,1458
26/12/2020,US,337723,1891
27/12/2020,US,339160,1437
28/12/2020,US,341162,2002
29/12/2020,US,344781,3619
30/12/2020,US,348573,3792
31/12/2020,US,352001,3428
1/1/2021,US,354136,2135
2/1/2021,US,356693,2557
3/1/2021,US,358150,1457
4/1/2021,US,360244,2094
5/1/2021,US,363934,3690
6/1/2021,US,367826,3892
7/1/2021,US,371830,4004
8/1/2021,US,375928,4098
9/1/2021,US,379233,3305
10/1/2021,US,381251,2018
11/1/2021,US,383350,2099
12/1/2021,US,387810,4460
13/1/2021,US,391804,3994
14/1/2021,US,395771,3967
15/1/2021,US,399683,3912
16/1/2021,US,403102,3419
17/1/2021,US,405003,1901
18/1/2021,US,406563,1560
19/1/2021,US,409269,2706
20/1/2021,US,413682,4413
21/1/2021,US,417868,4186
22/1/2021,US,421691,3823
23/1/2021,US,425065,3374
24/1/2021,US,426930,1865
25/1/2021,US,428904,1974
26/1/2021,US,432926,4022
27/1/2021,US,436872,3946
28/1/2021,US,440884,4012
29/1/2021,US,444528,3644
30/1/2021,US,447325,2797
31/1/2021,US,449188,1863
1/2/2021,US,451269,2081
2/2/2021,US,454689,3420
3/2/2021,US,458571,3882
4/2/2021,US,462318,3747
5/2/2021,US,465983,3665
6/2/2021,US,468669,2686
7/2/2021,US,470110,1441
8/2/2021,US,471724,1614
9/2/2021,US,474773,3049
10/2/2021,US,478078,3305
11/2/2021,US,481292,3214
12/2/2021,US,484222,2930
13/2/2021,US,486420,2198
14/2/2021,US,487592,1172
15/2/2021,US,488555,963
16/2/2021,US,490301,1746
17/2/2021,US,492697,2396
18/2/2021,US,495211,2514
19/2/2021,US,497836,2625
20/2/2021,US,499673,1837
21/2/2021,US,500911,1238
22/2/2021,US,502225,1314
23/2/2021,US,504500,2275
24/2/2021,US,507683,3183
25/2/2021,US,510116,2433
26/2/2021,US,512195,2079
27/2/2021,US,513717,1522
28/2/2021,US,514809,1092
1/3/2021,US,516324,1515
2/3/2021,US,518265,1941
3/3/2021,US,520746,2481
4/3/2021,US,522668,1922
5/3/2021,US,524471,1803
6/3/2021,US,525981,1510
7/3/2021,US,526684,703
8/3/2021,US,527420,736
9/3/2021,US,529225,1805
10/3/2021,US,530795,1570
11/3/2021,US,532353,1558
12/3/2021,US,533898,1545
13/3/2021,US,534929,1031
14/3/2021,US,535514,585
15/3/2021,US,536262,748
16/3/2021,US,537441,1179
17/3/2021,US,538668,1227
18/3/2021,US,540314,1646
19/3/2021,US,541441,1127
20/3/2021,US,542181,740
21/3/2021,US,542669,488
22/3/2021,US,543390,721
23/3/2021,US,544265,875
24/3/2021,US,545775,1510
25/3/2021,US,547175,1400
26/3/2021,US,548326,1151
27/3/2021,US,549122,796
28/3/2021,US,549647,525
29/3/2021,US,550351,704
30/3/2021,US,551234,883
31/3/2021,US,552312,1078
1/4/2021,US,553389,1077
2/4/2021,US,554343,954
3/4/2021,US,555094,751
4/4/2021,US,555391,297
5/4/2021,US,555896,505
6/4/2021,US,556756,860
7/4/2021,US,559350,2594
8/4/2021,US,560378,1028
9/4/2021,US,561269,891
10/4/2021,US,561981,712
11/4/2021,US,562286,305
12/4/2021,US,562760,474
13/4/2021,US,563591,831
14/4/2021,US,564547,956
15/4/2021,US,565453,906
16/4/2021,US,566332,879
17/4/2021,US,567033,701
18/4/2021,US,567372,339
19/4/2021,US,567869,497
20/4/2021,US,568712,843
21/4/2021,US,569572,860
22/4/2021,US,570540,968
23/4/2021,US,571318,778
24/4/2021,US,572069,751
25/4/2021,US,572362,293
26/4/2021,US,572852,490
27/4/2021,US,573506,654
28/4/2021,US,574474,968
29/4/2021,US,575351,877
30/4/2021,US,576101,750
1/5/2021,US,576817,716
2/5/2021,US,577157,340
3/5/2021,US,577657,500
4/5/2021,US,578533,876
5/5/2021,US,579328,795
6/5/2021,US,580126,798
7/5/2021,US,580885,759
8/5/2021,US,581516,631
9/5/2021,US,581765,249
10/5/2021,US,582177,412
11/5/2021,US,582865,688
12/5/2021,US,583634,769
13/5/2021,US,584401,767
14/5/2021,US,585058,657
15/5/2021,US,585558,500
16/5/2021,US,585835,277
17/5/2021,US,586231,396
18/5/2021,US,587002,771
19/5/2021,US,587679,677
20/5/2021,US,588357,678
21/5/2021,US,588973,616
22/5/2021,US,589471,498
23/5/2021,US,589669,198
24/5/2021,US,590115,446
25/5/2021,US,590749,634
26/5/2021,US,591728,979
27/5/2021,US,593090,1362
28/5/2021,US,593653,563
29/5/2021,US,593986,333
30/5/2021,US,594121,135
31/5/2021,US,594274,153
1/6/2021,US,594925,651
2/6/2021,US,595484,559
3/6/2021,US,596103,619
4/6/2021,US,596630,527
5/6/2021,US,597015,385
6/6/2021,US,597187,172
7/6/2021,US,597505,318
8/6/2021,US,597847,342
9/6/2021,US,598298,451
10/6/2021,US,598731,433
11/6/2021,US,599382,651
12/6/2021,US,599676,294
13/6/2021,US,599790,114
14/6/2021,US,599971,181
15/6/2021,US,600292,321
16/6/2021,US,600669,377
17/6/2021,US,600955,286
18/6/2021,US,601555,600
19/6/2021,US,601728,173
20/6/2021,US,601817,89
21/6/2021,US,602094,277
22/6/2021,US,602422,328
23/6/2021,US,602803,381
24/6/2021,US,603148,345
25/6/2021,US,603646,498
26/6/2021,US,603797,151
27/6/2021,US,603874,77
28/6/2021,US,604029,155
29/6/2021,US,604347,318
30/6/2021,US,604598,251
1/7/2021,US,604908,310
2/7/2021,US,605384,476
3/7/2021,US,605466,82
4/7/2021,US,605503,37
5/7/2021,US,605554,51
6/7/2021,US,605895,341
7/7/2021,US,606190,295
8/7/2021,US,606450,260
9/7/2021,US,606957,507
10/7/2021,US,607097,140
11/7/2021,US,607128,31
12/7/2021,US,607374,246
13/7/2021,US,607732,358
14/7/2021,US,608067,335
15/7/2021,US,608353,286
16/7/2021,US,608749,396
17/7/2021,US,608823,74
18/7/2021,US,608964,141
