Date,Country,Cumulative Deaths,New Deaths
19/7/2021,US,609182,218
20/7/2021,US,609475,293
21/7/2021,US,609814,339
22/7/2021,US,610146,332
23/7/2021,US,610676,530
24/7/2021,US,610797,121
25/7/2021,US,610843,46
26/7/2021,US,611121,278
27/7/2021,US,611565,444
28/7/2021,US,611956,391
29/7/2021,US,612283,327
30/7/2021,US,613179,896
31/7/2021,US,613334,155
1/8/2021,US,613412,78
2/8/2021,US,613873,461
3/8/2021,US,614462,589
4/8/2021,US,614959,497
5/8/2021,US,615503,544
6/8/2021,US,616660,1157
7/8/2021,US,616892,232
8/8/2021,US,617020,128
9/8/2021,US,617528,508
10/8/2021,US,618338,810
11/8/2021,US,618691,353
12/8/2021,US,619325,634
13/8/2021,US,621229,1904
14/8/2021,US,621483,254
15/8/2021,US,621663,180
16/8/2021,US,622369,706
17/8/2021,US,623356,987
18/8/2021,US,624523,1167
19/8/2021,US,625452,929
20/8/2021,US,628110,2658
21/8/2021,US,628626,516
22/8/2021,US,628816,190
23/8/2021,US,629736,920
24/8/2021,US,631121,1385
25/8/2021,US,632594,1473
26/8/2021,US,633899,1305
27/8/2021,US,636995,3096
28/8/2021,US,637544,549
29/8/2021,US,637840,296
30/8/2021,US,639023,1183
31/8/2021,US,640364,1341
1/9/2021,US,642348,1984
2/9/2021,US,643939,1591
3/9/2021,US,647776,3837
4/9/2021,US,648307,531
5/9/2021,US,648672,365
6/9/2021,US,649203,531
7/9/2021,US,650645,1442
8/9/2021,US,652791,2146
9/9/2021,US,654717,1926
10/9/2021,US,658992,4275
11/9/2021,US,659691,699
12/9/2021,US,659970,279
22/1/2020,United Kingdom,0,0
23/1/2020,United Kingdom,0,0
24/1/2020,United Kingdom,0,0
25/1/2020,United Kingdom,0,0
26/1/2020,United Kingdom,0,0
27/1/2020,United Kingdom,0,0
28/1/2020,United Kingdom,0,0
29/1/2020,United Kingdom,0,0
30/1/2020,United Kingdom,0,0
31/1/2020,United Kingdom,0,0
1/2/2020,United Kingdom,0,0
2/2/2020,United Kingdom,0,0
3/2/2020,United Kingdom,0,0
4/2/2020,United Kingdom,0,0
5/2/2020,United Kingdom,0,0
6/2/2020,United Kingdom,0,0
7/2/2020,United Kingdom,0,0
8/2/2020,United Kingdom,0,0
9/2/2020,United Kingdom,0,0
10/2/2020,United Kingdom,0,0
11/2/2020,United Kingdom,0,0
12/2/2020,United Kingdom,0,0
13/2/2020,United Kingdom,0,0
14/2/2020,United Kingdom,0,0
15/2/2020,United Kingdom,0,0
16/2/2020,United Kingdom,0,0
17/2/2020,United Kingdom,0,0
18/2/2020,United Kingdom,0,0
19/2/2020,United Kingdom,0,0
20/2/2020,United Kingdom,0,0
21/2/2020,United Kingdom,0,0
22/2/2020,United Kingdom,0,0
23/2/2020,United Kingdom,0,0
24/2/2020,United Kingdom,0,0
25/2/2020,United Kingdom,0,0
26/2/2020,United Kingdom,0,0
27/2/2020,United Kingdom,0,0
28/2/2020,United Kingdom,0,0
29/2/2020,United Kingdom,0,0
1/3/2020,United Kingdom,0,0
2/3/2020,United Kingdom,0,0
3/3/2020,United Kingdom,0,0
4/3/2020,United Kingdom,0,0
5/3/2020,United Kingdom,0,0
6/3/2020,United Kingdom,1,1
7/3/2020,United Kingdom,2,1
8/3/2020,United Kingdom,2,0
9/3/2020,United Kingdom,3,1
10/3/2020,United Kingdom,7,4
11/3/2020,United Kingdom,7,0
12/3/2020,United Kingdom,9,2
13/3/2020,United Kingdom,10,1
14/3/2020,United Kingdom,29,19
15/3/2020,United Kingdom,43,14
16/3/2020,United Kingdom,66,23
17/3/2020,United Kingdom,83,17
18/3/2020,United Kingdom,118,35
19/3/2020,United Kingdom,164,46
20/3/2020,United Kingdom,196,32
21/3/2020,United Kingdom,254,58
22/3/2020,United Kingdom,289,35
23/3/2020,United Kingdom,365,76
24/3/2020,United Kingdom,513,148
25/3/2020,United Kingdom,704,191
26/3/2020,United Kingdom,886,182
27/3/2020,United Kingdom,1174,288
28/3/2020,United Kingdom,1466,292
29/3/2020,United Kingdom,1679,213
30/3/2020,United Kingdom,2053,374
31/3/2020,United Kingdom,2457,404
1/4/2020,United Kingdom,3130,673
2/4/2020,United Kingdom,3787,657
3/4/2020,United Kingdom,4524,737
4/4/2020,United Kingdom,5281,757
5/4/2020,United Kingdom,5882,601
6/4/2020,United Kingdom,6452,570
7/4/2020,United Kingdom,7557,1105
8/4/2020,United Kingdom,8589,1032
9/4/2020,United Kingdom,9706,1117
10/4/2020,United Kingdom,10829,1123
11/4/2020,United Kingdom,11673,844
12/4/2020,United Kingdom,12330,657
13/4/2020,United Kingdom,13055,725
14/4/2020,United Kingdom,14135,1080
15/4/2020,United Kingdom,15019,884
16/4/2020,United Kingdom,16059,1040
17/4/2020,United Kingdom,16973,914
18/4/2020,United Kingdom,18081,1108
19/4/2020,United Kingdom,18514,433
20/4/2020,United Kingdom,19090,576
21/4/2020,United Kingdom,20314,1224
22/4/2020,United Kingdom,21171,857
23/4/2020,United Kingdom,21855,684
24/4/2020,United Kingdom,22873,1018
25/4/2020,United Kingdom,23689,816
26/4/2020,United Kingdom,24053,364
27/4/2020,United Kingdom,24376,323
28/4/2020,United Kingdom,25347,971
29/4/2020,United Kingdom,26118,771
30/4/2020,United Kingdom,26754,636
1/5/2020,United Kingdom,27454,700
2/5/2020,United Kingdom,28039,585
3/5/2020,United Kingdom,28292,253
4/5/2020,United Kingdom,28565,273
5/5/2020,United Kingdom,29290,725
6/5/2020,United Kingdom,29937,647
7/5/2020,United Kingdom,30395,458
8/5/2020,United Kingdom,30975,580
9/5/2020,United Kingdom,31250,275
10/5/2020,United Kingdom,31467,217
11/5/2020,United Kingdom,31655,188
12/5/2020,United Kingdom,32270,615
13/5/2020,United Kingdom,32718,448
14/5/2020,United Kingdom,33071,353
15/5/2020,United Kingdom,33422,351
16/5/2020,United Kingdom,33833,411
17/5/2020,United Kingdom,33900,67
18/5/2020,United Kingdom,34046,146
19/5/2020,United Kingdom,34547,501
20/5/2020,United Kingdom,34876,329
21/5/2020,United Kingdom,35149,273
22/5/2020,United Kingdom,35440,291
23/5/2020,United Kingdom,35660,220
24/5/2020,United Kingdom,36039,379
25/5/2020,United Kingdom,36143,104
26/5/2020,United Kingdom,36274,131
27/5/2020,United Kingdom,36696,422
28/5/2020,United Kingdom,37039,343
29/5/2020,United Kingdom,37313,274
30/5/2020,United Kingdom,37467,154
31/5/2020,United Kingdom,37527,60
1/6/2020,United Kingdom,37613,86
2/6/2020,United Kingdom,37863,250
3/6/2020,United Kingdom,38117,254
4/6/2020,United Kingdom,38247,130
5/6/2020,United Kingdom,38505,258
6/6/2020,United Kingdom,38648,143
7/6/2020,United Kingdom,38702,54
8/6/2020,United Kingdom,38749,47
9/6/2020,United Kingdom,38946,197
10/6/2020,United Kingdom,39110,164
11/6/2020,United Kingdom,39186,76
12/6/2020,United Kingdom,39317,131
13/6/2020,United Kingdom,39424,107
14/6/2020,United Kingdom,39451,27
15/6/2020,United Kingdom,39480,29
16/6/2020,United Kingdom,39600,120
17/6/2020,United Kingdom,39710,110
18/6/2020,United Kingdom,39777,67
19/6/2020,United Kingdom,39861,84
20/6/2020,United Kingdom,39932,71
21/6/2020,United Kingdom,39963,31
22/6/2020,United Kingdom,39976,13
23/6/2020,United Kingdom,40070,94
24/6/2020,United Kingdom,40157,87
25/6/2020,United Kingdom,40256,99
26/6/2020,United Kingdom,40333,77
27/6/2020,United Kingdom,40373,40
28/6/2020,United Kingdom,40404,31
29/6/2020,United Kingdom,40425,21
30/6/2020,United Kingdom,40479,54
1/7/2020,United Kingdom,40576,97
2/7/2020,United Kingdom,40617,41
3/7/2020,United Kingdom,40666,49
4/7/2020,United Kingdom,40698,32
5/7/2020,United Kingdom,40717,19
6/7/2020,United Kingdom,40728,11
7/7/2020,United Kingdom,40782,54
8/7/2020,United Kingdom,40839,57
9/7/2020,United Kingdom,40870,31
10/7/2020,United Kingdom,40904,34
11/7/2020,United Kingdom,40921,17
12/7/2020,United Kingdom,40930,9
13/7/2020,United Kingdom,40940,10
14/7/2020,United Kingdom,40984,44
15/7/2020,United Kingdom,41010,26
16/7/2020,United Kingdom,41034,24
17/7/2020,United Kingdom,41060,26
18/7/2020,United Kingdom,41069,9
19/7/2020,United Kingdom,41080,11
20/7/2020,United Kingdom,41090,10
21/7/2020,United Kingdom,41115,25
22/7/2020,United Kingdom,41132,17
23/7/2020,United Kingdom,41141,9
24/7/2020,United Kingdom,41173,32
25/7/2020,United Kingdom,41188,15
26/7/2020,United Kingdom,41196,8
27/7/2020,United Kingdom,41199,3
28/7/2020,United Kingdom,41220,21
29/7/2020,United Kingdom,41254,34
30/7/2020,United Kingdom,41254,0
31/7/2020,United Kingdom,41274,20
1/8/2020,United Kingdom,41287,13
2/8/2020,United Kingdom,41292,5
3/8/2020,United Kingdom,41293,1
4/8/2020,United Kingdom,41311,18
5/8/2020,United Kingdom,41325,14
6/8/2020,United Kingdom,41343,18
7/8/2020,United Kingdom,41355,12
8/8/2020,United Kingdom,41358,3
9/8/2020,United Kingdom,41363,5
10/8/2020,United Kingdom,41381,18
11/8/2020,United Kingdom,41394,13
12/8/2020,United Kingdom,41414,20
13/8/2020,United Kingdom,41432,18
14/8/2020,United Kingdom,41443,11
15/8/2020,United Kingdom,41446,3
16/8/2020,United Kingdom,41451,5
17/8/2020,United Kingdom,41454,3
18/8/2020,United Kingdom,41466,12
19/8/2020,United Kingdom,41483,17
20/8/2020,United Kingdom,41489,6
21/8/2020,United Kingdom,41491,2
22/8/2020,United Kingdom,41509,18
23/8/2020,United Kingdom,41515,6
24/8/2020,United Kingdom,41519,4
25/8/2020,United Kingdom,41535,16
26/8/2020,United Kingdom,41552,17
27/8/2020,United Kingdom,41564,12
28/8/2020,United Kingdom,41573,9
29/8/2020,United Kingdom,41585,12
30/8/2020,United Kingdom,41586,1
31/8/2020,United Kingdom,41589,3
1/9/2020,United Kingdom,41592,3
2/9/2020,United Kingdom,41602,10
3/9/2020,United Kingdom,41616,14
4/9/2020,United Kingdom,41626,10
5/9/2020,United Kingdom,41638,12
6/9/2020,United Kingdom,41640,2
7/9/2020,United Kingdom,41643,3
8/9/2020,United Kingdom,41675,32
9/9/2020,United Kingdom,41683,8
10/9/2020,United Kingdom,41697,14
11/9/2020,United Kingdom,41703,6
12/9/2020,United Kingdom,41712,9
13/9/2020,United Kingdom,41717,5
14/9/2020,United Kingdom,41726,9
15/9/2020,United Kingdom,41753,27
16/9/2020,United Kingdom,41773,20
17/9/2020,United Kingdom,41794,21
18/9/2020,United Kingdom,41821,27
19/9/2020,United Kingdom,41848,27
20/9/2020,United Kingdom,41866,18
21/9/2020,United Kingdom,41877,11
22/9/2020,United Kingdom,41914,37
23/9/2020,United Kingdom,41951,37
24/9/2020,United Kingdom,41991,40
25/9/2020,United Kingdom,42025,34
26/9/2020,United Kingdom,42060,35
27/9/2020,United Kingdom,42077,17
28/9/2020,United Kingdom,42090,13
29/9/2020,United Kingdom,42162,72
30/9/2020,United Kingdom,42233,71
1/10/2020,United Kingdom,42292,59
2/10/2020,United Kingdom,42358,66
3/10/2020,United Kingdom,42407,49
4/10/2020,United Kingdom,42440,33
5/10/2020,United Kingdom,42459,19
6/10/2020,United Kingdom,42535,76
7/10/2020,United Kingdom,42605,70
8/10/2020,United Kingdom,42682,77
9/10/2020,United Kingdom,42769,87
10/10/2020,United Kingdom,42850,81
11/10/2020,United Kingdom,42915,65
12/10/2020,United Kingdom,42965,50
13/10/2020,United Kingdom,43108,143
14/10/2020,United Kingdom,43245,137
15/10/2020,United Kingdom,43383,138
16/10/2020,United Kingdom,43519,136
17/10/2020,United Kingdom,43669,150
18/10/2020,United Kingdom,43736,67
19/10/2020,United Kingdom,43816,80
20/10/2020,United Kingdom,44057,241
21/10/2020,United Kingdom,44248,191
22/10/2020,United Kingdom,44437,189
23/10/2020,United Kingdom,44661,224
24/10/2020,United Kingdom,44835,174
25/10/2020,United Kingdom,44986,151
26/10/2020,United Kingdom,45088,102
27/10/2020,United Kingdom,45455,367
28/10/2020,United Kingdom,45765,310
29/10/2020,United Kingdom,46045,280
30/10/2020,United Kingdom,46319,274
31/10/2020,United Kingdom,46645,326
1/11/2020,United Kingdom,46807,162
2/11/2020,United Kingdom,46943,136
3/11/2020,United Kingdom,47340,397
4/11/2020,United Kingdom,47832,492
5/11/2020,United Kingdom,48210,378
6/11/2020,United Kingdom,48565,355
7/11/2020,United Kingdom,48978,413
8/11/2020,United Kingdom,49134,156
9/11/2020,United Kingdom,49329,195
10/11/2020,United Kingdom,49861,532
11/11/2020,United Kingdom,50457,596
12/11/2020,United Kingdom,51020,563
13/11/2020,United Kingdom,51396,376
14/11/2020,United Kingdom,51858,462
15/11/2020,United Kingdom,52026,168
16/11/2020,United Kingdom,52240,214
17/11/2020,United Kingdom,52839,599
18/11/2020,United Kingdom,53368,529
19/11/2020,United Kingdom,53870,502
20/11/2020,United Kingdom,54381,511
21/11/2020,United Kingdom,54721,340
22/11/2020,United Kingdom,55120,399
23/11/2020,United Kingdom,55327,207
24/11/2020,United Kingdom,55935,608
25/11/2020,United Kingdom,56630,695
26/11/2020,United Kingdom,57128,498
27/11/2020,United Kingdom,57648,520
28/11/2020,United Kingdom,58127,479
29/11/2020,United Kingdom,58342,215
30/11/2020,United Kingdom,58545,203
1/12/2020,United Kingdom,59148,603
2/12/2020,United Kingdom,59796,648
3/12/2020,United Kingdom,60210,414
4/12/2020,United Kingdom,60714,504
5/12/2020,United Kingdom,61111,397
6/12/2020,United Kingdom,61342,231
7/12/2020,United Kingdom,61531,189
8/12/2020,United Kingdom,62130,599
9/12/2020,United Kingdom,62663,533
10/12/2020,United Kingdom,63179,516
11/12/2020,United Kingdom,63603,424
12/12/2020,United Kingdom,64123,520
13/12/2020,United Kingdom,64267,144
14/12/2020,United Kingdom,64500,233
15/12/2020,United Kingdom,65006,506
16/12/2020,United Kingdom,65618,612
17/12/2020,United Kingdom,66150,532
18/12/2020,United Kingdom,66640,490
19/12/2020,United Kingdom,67177,537
20/12/2020,United Kingdom,67503,326
21/12/2020,United Kingdom,67718,215
22/12/2020,United Kingdom,68409,691
23/12/2020,United Kingdom,69157,748
24/12/2020,United Kingdom,69732,575
25/12/2020,United Kingdom,70302,570
26/12/2020,United Kingdom,70513,211
27/12/2020,United Kingdom,70860,347
28/12/2020,United Kingdom,71217,357
29/12/2020,United Kingdom,71675,458
30/12/2020,United Kingdom,72657,982
31/12/2020,United Kingdom,73622,965
1/1/2021,United Kingdom,74237,615
2/1/2021,United Kingdom,74682,445
3/1/2021,United Kingdom,75137,455
4/1/2021,United Kingdom,75547,410
5/1/2021,United Kingdom,76428,881
6/1/2021,United Kingdom,77470,1042
7/1/2021,United Kingdom,78632,1162
8/1/2021,United Kingdom,79965,1333
9/1/2021,United Kingdom,81000,1035
10/1/2021,United Kingdom,81567,567
11/1/2021,United Kingdom,82096,529
12/1/2021,United Kingdom,83342,1246
13/1/2021,United Kingdom,84910,1568
14/1/2021,United Kingdom,86163,1253
15/1/2021,United Kingdom,87448,1285
16/1/2021,United Kingdom,88747,1299
17/1/2021,United Kingdom,89429,682
18/1/2021,United Kingdom,90031,602
19/1/2021,United Kingdom,91643,1612
20/1/2021,United Kingdom,93469,1826
21/1/2021,United Kingdom,94765,1296
22/1/2021,United Kingdom,96166,1401
23/1/2021,United Kingdom,97518,1352
24/1/2021,United Kingdom,98129,611
25/1/2021,United Kingdom,98723,594
26/1/2021,United Kingdom,100359,1636
27/1/2021,United Kingdom,102085,1726
28/1/2021,United Kingdom,103324,1239
29/1/2021,United Kingdom,104572,1248
30/1/2021,United Kingdom,105777,1205
31/1/2021,United Kingdom,106367,590
1/2/2021,United Kingdom,106774,407
2/2/2021,United Kingdom,108225,1451
3/2/2021,United Kingdom,109547,1322
4/2/2021,United Kingdom,110462,915
5/2/2021,United Kingdom,111477,1015
6/2/2021,United Kingdom,112305,828
7/2/2021,United Kingdom,112681,376
8/2/2021,United Kingdom,113014,333
9/2/2021,United Kingdom,114066,1052
10/2/2021,United Kingdom,115068,1002
11/2/2021,United Kingdom,115748,680
12/2/2021,United Kingdom,116507,759
13/2/2021,United Kingdom,117128,621
14/2/2021,United Kingdom,117387,259
15/2/2021,United Kingdom,117622,235
16/2/2021,United Kingdom,118421,799
17/2/2021,United Kingdom,119159,738
18/2/2021,United Kingdom,119614,455
19/2/2021,United Kingdom,120147,533
20/2/2021,United Kingdom,120593,446
21/2/2021,United Kingdom,120810,217
22/2/2021,United Kingdom,120988,178
23/2/2021,United Kingdom,121536,548
24/2/2021,United Kingdom,121979,443
25/2/2021,United Kingdom,122303,324
26/2/2021,United Kingdom,122648,345
27/2/2021,United Kingdom,122939,291
28/2/2021,United Kingdom,123083,144
1/3/2021,United Kingdom,123187,104
2/3/2021,United Kingdom,123530,343
3/3/2021,United Kingdom,124017,487
4/3/2021,United Kingdom,124259,242
5/3/2021,United Kingdom,124495,236
6/3/2021,United Kingdom,124654,159
7/3/2021,United Kingdom,124736,82
8/3/2021,United Kingdom,124801,65
9/3/2021,United Kingdom,125032,231
10/3/2021,United Kingdom,125222,190
11/3/2021,United Kingdom,125403,181
12/3/2021,United Kingdom,125579,176
13/3/2021,United Kingdom,125701,122
14/3/2021,United Kingdom,125753,52
15/3/2021,United Kingdom,125817,64
16/3/2021,United Kingdom,125927,110
17/3/2021,United Kingdom,126068,141
18/3/2021,United Kingdom,126163,95
19/3/2021,United Kingdom,126263,100
20/3/2021,United Kingdom,126359,96
21/3/2021,United Kingdom,126393,34
22/3/2021,United Kingdom,126411,18
23/3/2021,United Kingdom,126523,112
24/3/2021,United Kingdom,126621,98
25/3/2021,United Kingdom,126684,63
26/3/2021,United Kingdom,126755,71
27/3/2021,United Kingdom,126813,58
28/3/2021,United Kingdom,126834,21
29/3/2021,United Kingdom,126857,23
30/3/2021,United Kingdom,126912,55
31/3/2021,United Kingdom,126955,43
1/4/2021,United Kingdom,127006,51
2/4/2021,United Kingdom,127058,52
3/4/2021,United Kingdom,127068,10
4/4/2021,United Kingdom,127078,10
5/4/2021,United Kingdom,127106,28
6/4/2021,United Kingdom,127126,20
7/4/2021,United Kingdom,127171,45
8/4/2021,United Kingdom,127224,53
9/4/2021,United Kingdom,127284,60
10/4/2021,United Kingdom,127324,40
11/4/2021,United Kingdom,127331,7
12/4/2021,United Kingdom,127346,15
13/4/2021,United Kingdom,127369,23
14/4/2021,United Kingdom,127407,38
15/4/2021,United Kingdom,127438,31
16/4/2021,United Kingdom,127472,34
17/4/2021,United Kingdom,127508,36
18/4/2021,United Kingdom,127518,10
19/4/2021,United Kingdom,127524,6
20/4/2021,United Kingdom,127557,33
21/4/2021,United Kingdom,127577,20
22/4/2021,United Kingdom,127597,20
23/4/2021,United Kingdom,127638,41
24/4/2021,United Kingdom,127670,32
25/4/2021,United Kingdom,127681,11
26/4/2021,United Kingdom,127688,7
27/4/2021,United Kingdom,127705,17
28/4/2021,United Kingdom,127734,29
29/4/2021,United Kingdom,127759,25
30/4/2021,United Kingdom,127775,16
1/5/2021,United Kingdom,127782,7
2/5/2021,United Kingdom,127796,14
3/5/2021,United Kingdom,127797,1
4/5/2021,United Kingdom,127803,6
5/5/2021,United Kingdom,127830,27
6/5/2021,United Kingdom,127843,13
7/5/2021,United Kingdom,127858,15
8/5/2021,United Kingdom,127863,5
9/5/2021,United Kingdom,127865,2
10/5/2021,United Kingdom,127870,5
11/5/2021,United Kingdom,127890,20
12/5/2021,United Kingdom,127901,11
13/5/2021,United Kingdom,127912,11
14/5/2021,United Kingdom,127930,18
15/5/2021,United Kingdom,127937,7
16/5/2021,United Kingdom,127941,4
17/5/2021,United Kingdom,127946,5
18/5/2021,United Kingdom,127953,7
19/5/2021,United Kingdom,127956,3
20/5/2021,United Kingdom,127963,7
21/5/2021,United Kingdom,127972,9
22/5/2021,United Kingdom,127978,6
23/5/2021,United Kingdom,127983,5
24/5/2021,United Kingdom,127986,3
25/5/2021,United Kingdom,128001,15
26/5/2021,United Kingdom,128010,9
27/5/2021,United Kingdom,128020,10
28/5/2021,United Kingdom,128030,10
29/5/2021,United Kingdom,128037,7
30/5/2021,United Kingdom,128043,6
31/5/2021,United Kingdom,128045,2
1/6/2021,United Kingdom,128045,0
2/6/2021,United Kingdom,128057,12
3/6/2021,United Kingdom,128075,18
4/6/2021,United Kingdom,128086,11
5/6/2021,United Kingdom,128099,13
6/6/2021,United Kingdom,128103,4
7/6/2021,United Kingdom,128104,1
8/6/2021,United Kingdom,128118,14
9/6/2021,United Kingdom,128124,6
10/6/2021,United Kingdom,128131,7
11/6/2021,United Kingdom,128148,17
12/6/2021,United Kingdom,128160,12
13/6/2021,United Kingdom,128168,8
14/6/2021,United Kingdom,128171,3
15/6/2021,United Kingdom,128181,10
16/6/2021,United Kingdom,128190,9
17/6/2021,United Kingdom,128209,19
18/6/2021,United Kingdom,128220,11
19/6/2021,United Kingdom,128234,14
20/6/2021,United Kingdom,128240,6
21/6/2021,United Kingdom,128245,5
22/6/2021,United Kingdom,128272,27
23/6/2021,United Kingdom,128291,19
24/6/2021,United Kingdom,128312,21
25/6/2021,United Kingdom,128330,18
26/6/2021,United Kingdom,128353,23
27/6/2021,United Kingdom,128364,11
28/6/2021,United Kingdom,128367,3
29/6/2021,United Kingdom,128390,23
30/6/2021,United Kingdom,128404,14
1/7/2021,United Kingdom,128426,22
2/7/2021,United Kingdom,128453,27
3/7/2021,United Kingdom,128471,18
4/7/2021,United Kingdom,128486,15
5/7/2021,United Kingdom,128495,9
6/7/2021,United Kingdom,128532,37
7/7/2021,United Kingdom,128565,33
8/7/2021,United Kingdom,128601,36
9/7/2021,United Kingdom,128631,30
10/7/2021,United Kingdom,128665,34
11/7/2021,United Kingdom,128691,26
12/7/2021,United Kingdom,128697,6
13/7/2021,United Kingdom,128747,50
14/7/2021,United Kingdom,128797,50
15/7/2021,United Kingdom,128864,67
16/7/2021,United Kingdom,128913,49
17/7/2021,United Kingdom,128960,47
18/7/2021,United Kingdom,128988,28
19/7/2021,United Kingdom,129007,19
20/7/2021,United Kingdom,129109,102
21/7/2021,United Kingdom,129182,73
22/7/2021,United Kingdom,129266,84
23/7/2021,United Kingdom,129330,64
24/7/2021,United Kingdom,129418,88
25/7/2021,United Kingdom,129446,28
26/7/2021,United Kingdom,129460,14
27/7/2021,United Kingdom,129591,131
28/7/2021,United Kingdom,129718,127
29/7/2021,United Kingdom,129809,91
30/7/2021,United Kingdom,129877,68
31/7/2021,United Kingdom,129949,72
1/8/2021,United Kingdom,130014,65
2/8/2021,United Kingdom,130039,25
3/8/2021,United Kingdom,130179,140
4/8/2021,United Kingdom,130300,121
5/8/2021,United Kingdom,130390,90
6/8/2021,United Kingdom,130482,92
7/8/2021,United Kingdom,130585,103
8/8/2021,United Kingdom,130630,45
9/8/2021,United Kingdom,130667,37
10/8/2021,United Kingdom,130813,146
11/8/2021,United Kingdom,130921,108
12/8/2021,United Kingdom,131016,95
13/8/2021,United Kingdom,131116,100
14/8/2021,United Kingdom,131210,94
15/8/2021,United Kingdom,131269,59
16/8/2021,United Kingdom,131296,27
17/8/2021,United Kingdom,131466,170
18/8/2021,United Kingdom,131577,111
19/8/2021,United Kingdom,131691,114
20/8/2021,United Kingdom,131805,114
21/8/2021,United Kingdom,131909,104
22/8/2021,United Kingdom,131958,49
23/8/2021,United Kingdom,132000,42
24/8/2021,United Kingdom,132174,174
25/8/2021,United Kingdom,132323,149
26/8/2021,United Kingdom,132465,142
27/8/2021,United Kingdom,132566,101
28/8/2021,United Kingdom,132699,133
29/8/2021,United Kingdom,132760,61
30/8/2021,United Kingdom,132808,48
31/8/2021,United Kingdom,132859,51
1/9/2021,United Kingdom,133066,207
2/9/2021,United Kingdom,133244,178
3/9/2021,United Kingdom,133365,121
4/9/2021,United Kingdom,133485,120
5/9/2021,United Kingdom,133553,68
6/9/2021,United Kingdom,133598,45
7/9/2021,United Kingdom,133808,210
8/9/2021,United Kingdom,133999,191
9/9/2021,United Kingdom,134166,167
10/9/2021,United Kingdom,134313,147
11/9/2021,United Kingdom,134469,156
12/9/2021,United Kingdom,134525,56
